,short_name,latest_market_value,highest_market_value,current_club,position,main_position,secondary_position,age,height,league_country,foot,player_agent,outfitter,league,on_loan_from,contract_expires,appearances,goals,assists,yellow,second_yellow,red,minutes_played,goals_conceded,clean_sheets,last_appearances,last_goals,last_yellow,last_second_yellow,last_red,last_goals_conceded,last_clean_sheets,last_assists,last_minutes_played,country,country_2
1468,Jerdy Schouten,3520000.0,4400000.0,Bologna FC 1909,Midfielder - Central Midfield,Central Midfield,1,23.0,1.85,Italy,right,Key Sports Management NL/PFI,unknown,Serie A,0,30.06.2024,20,0,1,7,0,1,1126,0,0,35,1,3,0,0,0,0,2,3115,Netherlands,0
1469,Godfred Donsah,2640000.0,11000000.0,Bologna FC 1909,Midfielder - Central Midfield,Central Midfield,1,24.0,1.75,Italy,right,PLAYER MANAGEMENT SRL,Puma,Serie A,0,30.06.2022,20,0,0,2,0,0,1389,0,0,10,0,0,0,0,0,0,0,401,Ghana,0
1470,Andrea Poli,2640000.0,11000000.0,Bologna FC 1909,Midfielder - Central Midfield,Central Midfield,1,30.0,1.82,Italy,right,Branchini Associati S.p.A.,unknown,Serie A,0,30.06.2021,30,3,1,6,0,0,2047,0,0,32,4,5,0,0,0,0,1,2124,Italy,0
1472,CÃ©sar Falletti,1540000.0,2200000.0,Bologna FC 1909,Midfielder - Attacking Midfield,Attacking Midfield,1,27.0,1.7,Italy,right,Paco Casal,unknown,Serie A,0,30.06.2021,12,0,1,0,0,0,693,0,0,32,4,4,0,0,0,0,5,2122,Uruguay,1
1473,Nicola Sansone,6600000.0,17600000.0,Bologna FC 1909,Forward - Left Winger,Left Winger,1,28.0,1.73,Italy,right,TMP SOCCER srl,Nike,Serie A,0,30.06.2023,34,4,4,5,0,0,2277,0,0,23,3,5,1,0,0,0,6,1588,Italy,1
1474,Musa Juwara,880000.0,880000.0,Bologna FC 1909,Forward - Left Winger,Left Winger,1,18.0,1.7,Italy,left,P&P Sport Management S.A.M.,unknown,Serie A,0,0,26,14,6,4,0,0,1830,0,0,34,8,6,0,1,0,0,2,2593,The Gambia,0
1476,Riccardo Orsolini,22000000.0,27500000.0,Bologna FC 1909,Forward - Right Winger,Right Winger,1,23.0,1.83,Italy,left,Supporter Management,Nike,Serie A,0,30.06.2022,39,9,8,3,0,0,2873,0,0,37,10,2,0,0,0,0,5,2041,Italy,0
1477,Andreas Skov Olsen,7370000.0,8800000.0,Bologna FC 1909,Forward - Right Winger,Right Winger,1,20.0,1.87,Italy,left,MB Sports,unknown,Serie A,0,30.06.2024,26,1,0,2,0,0,747,0,0,44,26,3,0,0,0,0,6,3657,Denmark,0
1478,Musa Barrow,12100000.0,13200000.0,Bologna FC 1909,Forward - Centre-Forward,Centre-Forward,1,21.0,1.84,Italy,right,Sportlex Srl,unknown,Serie A,1,30.06.2024,26,9,5,1,0,0,1540,0,0,30,5,0,0,0,0,0,2,956,The Gambia,0
1479,Federico Santander,4400000.0,6600000.0,Bologna FC 1909,Forward - Centre-Forward,Centre-Forward,0,29.0,1.87,Italy,right,Lions Sports AG,unknown,Serie A,0,30.06.2022,25,1,0,6,0,0,773,0,0,34,8,5,0,0,0,0,2,2121,Paraguay,0
1480,Rodrigo Palacio,440000.0,13750000.0,Bologna FC 1909,Forward - Centre-Forward,Centre-Forward,1,38.0,1.76,Italy,right,GG11 s.r.l.,Nike,Serie A,0,30.06.2021,36,8,3,5,0,0,2604,0,0,31,3,6,0,0,0,0,6,2481,Argentina,1
1481,Emil Audero,13200000.0,16500000.0,UC Sampdoria,Goalkeeper,Goalkeeper,0,23.0,1.92,Italy,right,TMP SOCCER srl,Nike,Serie A,0,30.06.2023,38,0,0,1,0,0,3420,63,9,37,0,4,0,0,51,12,0,3330,Italy,0
1482,Vid Belec,715000.0,3300000.0,UC Sampdoria,Goalkeeper,Goalkeeper,0,30.0,1.92,Italy,right,unknown,unknown,Serie A,0,30.06.2021,34,0,0,2,0,0,3060,31,16,0,0,0,0,0,0,0,0,0,Slovenia,0
1483,Andrea Seculin,330000.0,550000.0,UC Sampdoria,Goalkeeper,Goalkeeper,0,30.0,1.9,Italy,right,Patrick Bastianelli,Lotto,Serie A,1,31.08.2020,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,1,0,180,Italy,0
1484,Wladimiro Falcone,165000.0,220000.0,UC Sampdoria,Goalkeeper,Goalkeeper,0,25.0,1.95,Italy,right,unknown,unknown,Serie A,0,31.08.2020,2,0,0,1,0,0,180,5,0,40,0,3,0,0,41,13,0,3630,Italy,0
1485,Jeison Murillo,11000000.0,19800000.0,UC Sampdoria,Defender - Centre-Back,Centre-Back,0,28.0,1.82,Italy,right,unknown,Nike,Serie A,0,30.06.2023,30,1,0,6,1,0,2373,0,0,7,0,4,0,0,0,0,0,562,Colombia,1
1486,Omar Colley,6050000.0,8800000.0,UC Sampdoria,Defender - Centre-Back,Centre-Back,0,27.0,1.91,Italy,left,Cheikh Fall,adidas,Serie A,0,30.06.2022,32,0,1,10,0,0,2861,0,0,23,0,0,1,0,0,0,0,1945,The Gambia,0
1487,Maya Yoshida,4400000.0,7700000.0,UC Sampdoria,Defender - Centre-Back,Centre-Back,1,31.0,1.89,Italy,right,Base Soccer Agency Ltd,Mizuno,Serie A,1,31.08.2020,25,0,1,2,0,0,1954,0,0,20,0,0,0,0,0,0,1,1790,Japan,0
1488,Julian Chabot,3520000.0,3850000.0,UC Sampdoria,Defender - Centre-Back,Centre-Back,1,22.0,1.95,Italy,left,EMG Mundial,unknown,Serie A,0,30.06.2024,9,1,0,1,0,1,660,0,0,29,1,6,0,0,0,0,1,2347,Germany,1
1489,Lorenzo Tonelli,3080000.0,9350000.0,UC Sampdoria,Defender - Centre-Back,Centre-Back,1,30.0,1.83,Italy,right,Football Now Limited,unknown,Serie A,1,30.06.2022,9,0,0,4,0,0,705,0,0,20,1,6,0,0,0,0,0,1773,Italy,0
1490,Alex Ferrari,2200000.0,2750000.0,UC Sampdoria,Defender - Centre-Back,Centre-Back,1,26.0,1.91,Italy,right,Francesco Romano,unknown,Serie A,0,30.06.2023,13,0,0,4,0,0,1050,0,0,7,0,2,0,0,0,0,0,630,Italy,0
1491,Nicola Murru,5720000.0,7700000.0,UC Sampdoria,Defender - Left-Back,Left-Back,1,25.0,1.8,Italy,left,Alessandro Lucci - WSA,unknown,Serie A,0,30.06.2024,29,0,1,4,1,0,2351,0,0,37,0,10,0,0,0,0,5,3148,Italy,0
1492,DodÃ´,1430000.0,7700000.0,UC Sampdoria,Defender - Left-Back,Left-Back,1,28.0,1.77,Italy,left,4ComM,Nike,Serie A,0,30.06.2021,0,0,0,0,0,0,0,0,0,20,1,3,0,0,0,0,1,1526,Brazil,1
1493,Tommaso Augello,880000.0,1100000.0,UC Sampdoria,Defender - Left-Back,Left-Back,1,25.0,1.8,Italy,left,Italian Managers Group s.r.l.,unknown,Serie A,1,30.06.2023,18,0,2,2,0,0,1222,0,0,34,1,1,0,0,0,0,5,3046,Italy,0
1494,Bartosz Bereszynski,7150000.0,13200000.0,UC Sampdoria,Defender - Right-Back,Right-Back,1,28.0,1.83,Italy,right,Fabryka Futbolu,Puma,Serie A,0,30.06.2023,29,0,1,11,0,0,2495,0,0,28,0,5,1,0,0,0,2,2270,Poland,0
1495,Fabio Depaoli,4400000.0,5500000.0,UC Sampdoria,Defender - Right-Back,Right-Back,1,23.0,1.82,Italy,right,Base Soccer Agency Ltd,adidas,Serie A,0,30.06.2024,29,0,2,7,0,0,1851,0,0,34,0,10,2,0,0,0,4,2503,Italy,0
1496,Albin Ekdal,3520000.0,5500000.0,UC Sampdoria,Midfielder - Defensive Midfield,Defensive Midfield,1,31.0,1.86,Italy,right,Wagnsson Sports&Entertainment,unknown,Serie A,0,30.06.2021,33,0,4,8,0,0,2406,0,0,33,0,6,0,0,0,0,0,2771,Sweden,0
1497,Karol Linetty,12100000.0,16500000.0,UC Sampdoria,Midfielder - Central Midfield,Central Midfield,1,25.0,1.76,Italy,right,Fabryka Futbolu,unknown,Serie A,0,30.06.2021,30,4,3,4,0,0,2196,0,0,35,3,11,0,0,0,0,3,2589,Poland,0
1498,Jakub Jankto,10450000.0,16500000.0,UC Sampdoria,Midfielder - Central Midfield,Central Midfield,1,24.0,1.84,Italy,left,Gr Sports,unknown,Serie A,0,30.06.2023,31,2,5,9,0,0,2191,0,0,28,1,2,0,0,0,0,1,1180,Czech Republic,0
1499,Ronaldo Vieira,6930000.0,7700000.0,UC Sampdoria,Midfielder - Central Midfield,Central Midfield,1,22.0,1.78,Italy,right,Base Soccer Agency Ltd,unknown,Serie A,0,30.06.2023,30,0,3,11,0,1,2089,0,0,15,0,3,0,0,0,0,0,678,England,1
1500,Andrea Bertolacci,2640000.0,16500000.0,UC Sampdoria,Midfielder - Central Midfield,Central Midfield,1,29.0,1.79,Italy,left,unknown,adidas,Serie A,0,31.08.2020,12,0,0,3,0,0,536,0,0,4,0,1,0,0,0,0,0,139,Italy,0
1501,Mehdi LÃ©ris,2530000.0,2750000.0,UC Sampdoria,Midfielder - Central Midfield,Central Midfield,1,22.0,1.86,Italy,right,unknown,unknown,Serie A,0,30.06.2024,16,1,1,0,0,0,588,0,0,24,1,5,0,0,0,0,1,1700,France,1
1502,Morten Thorsby,2200000.0,3300000.0,UC Sampdoria,Midfielder - Central Midfield,Central Midfield,1,24.0,1.89,Italy,right,unknown,adidas,Serie A,0,30.06.2023,25,1,1,7,1,0,1956,0,0,23,5,4,0,2,0,0,3,1469,Norway,0
1503,Kristoffer Askildsen,1100000.0,1100000.0,UC Sampdoria,Midfielder - Central Midfield,Central Midfield,1,19.0,1.9,Italy,right,Keypass AS,adidas,Serie A,1,30.06.2024,5,1,0,1,1,0,163,0,0,16,1,1,0,0,0,0,1,1086,Norway,0
1504,GastÃ³n RamÃ­rez,7150000.0,16500000.0,UC Sampdoria,Midfielder - Attacking Midfield,Attacking Midfield,1,29.0,1.83,Italy,left,Oscar Bentancourt,Nike,Serie A,0,30.06.2021,27,7,2,5,0,0,1468,0,0,29,4,7,1,0,0,0,5,1753,Uruguay,0
1505,Gonzalo Maroni,4950000.0,5500000.0,UC Sampdoria,Midfielder - Attacking Midfield,Attacking Midfield,1,21.0,1.77,Italy,right,unknown,unknown,Serie A,1,31.08.2020,7,1,1,0,0,0,273,0,0,20,2,1,0,1,0,0,1,1068,Argentina,0
1506,Felice D'Amico,275000.0,275000.0,UC Sampdoria,Forward - Left Winger,Left Winger,1,20.0,1.75,Italy,right,Vigo Global Sport Services Srl,unknown,Serie A,0,30.06.2024,19,9,5,2,0,0,1470,0,0,22,7,0,0,0,0,0,4,1449,Italy,0
1507,Manolo Gabbiadini,10450000.0,19800000.0,UC Sampdoria,Forward - Centre-Forward,Centre-Forward,1,28.0,1.86,Italy,left,PLAYER MANAGEMENT SRL,unknown,Serie A,0,30.06.2023,35,12,2,2,0,0,2047,0,0,33,5,5,0,0,0,0,2,1430,Italy,0
1508,Antonino La Gumina,4179999.9999999995,6600000.0,UC Sampdoria,Forward - Centre-Forward,Centre-Forward,0,24.0,1.82,Italy,right,Vigo Global Sport Services Srl,unknown,Serie A,1,30.06.2024,24,4,1,3,0,0,1543,0,0,23,2,1,0,0,0,0,2,1178,Italy,0
1509,Federico Bonazzoli,1760000.0,3850000.0,UC Sampdoria,Forward - Centre-Forward,Centre-Forward,1,23.0,1.82,Italy,left,TMP SOCCER srl,Nike,Serie A,0,30.06.2021,19,6,0,1,0,0,739,0,0,37,8,5,0,0,0,0,3,2844,Italy,0
1510,Fabio Quagliarella,1760000.0,19250000.0,UC Sampdoria,Forward - Centre-Forward,Centre-Forward,1,37.0,1.8,Italy,right,AGB Sport Management,unknown,Serie A,0,30.06.2021,29,12,5,2,0,0,2374,0,0,39,26,1,0,0,0,0,7,3307,Italy,0
1511,Marco Silvestri,5280000.0,6600000.0,Hellas Verona,Goalkeeper,Goalkeeper,0,29.0,1.91,Italy,right,Francesco Romano,unknown,Serie A,0,30.06.2022,36,0,0,2,0,0,3270,45,9,41,0,2,0,0,50,8,0,3720,Italy,0
1512,Boris RadunoviÄ,523000.0,1100000.0,Hellas Verona,Goalkeeper,Goalkeeper,0,24.0,1.94,Italy,right,Venture Partners,unknown,Serie A,1,31.08.2020,3,0,0,1,0,0,270,8,1,10,0,0,0,0,11,3,0,930,Serbia,0
1514,Marash Kumbulla,24750000.0,27500000.0,Hellas Verona,Defender - Centre-Back,Centre-Back,1,20.0,1.91,Italy,right,Gianni Vitali,unknown,Serie A,0,30.06.2022,26,1,0,5,1,0,2078,0,0,6,0,0,0,0,0,0,0,304,Albania,1
1515,Amir Rrahmani,10450000.0,13200000.0,Hellas Verona,Defender - Centre-Back,Centre-Back,1,26.0,1.92,Italy,both,Soccer11,unknown,Serie A,1,31.08.2020,37,0,1,5,0,0,3349,0,0,26,3,8,0,0,0,0,1,2210,Kosovo,1
1516,Koray GÃ¼nter,2640000.0,3300000.0,Hellas Verona,Defender - Centre-Back,Centre-Back,1,26.0,1.84,Italy,right,EMG Mundial,unknown,Serie A,1,31.08.2020,33,0,0,7,0,0,2767,0,0,15,0,1,0,0,0,0,0,858,Germany,1
1517,Pawel Dawidowicz,1760000.0,2200000.0,Hellas Verona,Defender - Centre-Back,Centre-Back,1,25.0,1.89,Italy,both,INNfootball,unknown,Serie A,0,30.06.2022,15,1,0,2,1,1,687,0,0,34,1,7,0,0,0,0,0,2658,Poland,0
1518,Salvatore Bocchetti,880000.0,15400000.0,Hellas Verona,Defender - Centre-Back,Centre-Back,1,33.0,1.86,Italy,left,PDP s.r.l.  Pasqualin DâAmico Partners,unknown,Serie A,0,30.06.2021,5,0,0,2,0,0,302,0,0,22,0,6,0,0,0,0,0,1888,Italy,0
1519,Alan Empereur,440000.0,550000.0,Hellas Verona,Defender - Centre-Back,Centre-Back,1,26.0,1.86,Italy,left,Mino Raiola,unknown,Serie A,0,30.06.2021,14,1,0,3,0,0,971,0,0,24,1,4,0,1,0,0,2,1895,Brazil,1
1520,Deian Boldor,220000.0,330000.0,Hellas Verona,Defender - Centre-Back,Centre-Back,0,25.0,1.89,Italy,left,Pietro Chiodi Soccer M.,unknown,Serie A,0,30.06.2021,25,0,1,3,0,1,2070,0,0,5,0,1,0,0,0,0,0,204,Romania,0
1521,Matteo Lovato,165000.0,165000.0,Hellas Verona,Defender - Centre-Back,Centre-Back,0,20.0,1.88,Italy,right,Gr Sports,unknown,Serie A,0,30.06.2024,19,0,0,2,0,0,1517,0,0,18,0,2,0,0,0,0,0,1595,Italy,0
1522,Federico Dimarco,4400000.0,5500000.0,Hellas Verona,Defender - Left-Back,Left-Back,1,22.0,1.75,Italy,left,Gr Sports,unknown,Serie A,1,31.08.2020,17,0,3,1,0,0,617,0,0,14,1,4,0,0,0,0,0,962,Italy,0
1523,Davide Faraoni,3520000.0,4400000.0,Hellas Verona,Defender - Right-Back,Right-Back,1,28.0,1.8,Italy,right,M.A.R.A.T. Football Management,Nike,Serie A,0,30.06.2022,37,5,3,6,0,0,3317,0,0,39,4,11,1,0,0,0,4,3104,Italy,0
1524,Claud Adjapong,2970000.0,4400000.0,Hellas Verona,Defender - Right-Back,Right-Back,1,22.0,1.8,Italy,right,Daniele Ferri,Puma,Serie A,1,31.08.2020,5,0,0,0,0,0,228,0,0,6,1,2,0,0,0,0,0,315,Italy,1
1525,Miguel Veloso,880000.0,12650000.0,Hellas Verona,Midfielder - Defensive Midfield,Defensive Midfield,1,34.0,1.8,Italy,left,EXCELLENCE SPORT SAS,unknown,Serie A,0,30.06.2021,35,3,6,7,0,0,2936,0,0,22,0,7,0,0,0,0,1,1294,Portugal,0
1526,Andrea Danzi,495000.0,550000.0,Hellas Verona,Midfielder - Defensive Midfield,Defensive Midfield,1,21.0,1.75,Italy,right,Promoesport,unknown,Serie A,0,30.06.2022,1,0,0,0,0,0,0,0,0,14,1,6,0,0,0,0,0,826,Italy,0
1527,Sofyan Amrabat,15950000.0,19800000.0,Hellas Verona,Midfielder - Central Midfield,Central Midfield,1,24.0,1.85,Italy,right,Stellar Football Ltd,Nike,Serie A,1,31.08.2020,35,1,2,10,0,2,3009,0,0,31,1,6,0,0,0,0,0,1608,Morocco,1
1528,Matteo Pessina,7150000.0,8800000.0,Hellas Verona,Midfielder - Central Midfield,Central Midfield,1,23.0,1.87,Italy,left,Gr Sports,unknown,Serie A,1,31.08.2020,35,7,0,7,0,0,2486,0,0,19,0,1,0,0,0,0,1,673,Italy,0
1529,Mattia Zaccagni,6050000.0,7700000.0,Hellas Verona,Midfielder - Central Midfield,Central Midfield,1,25.0,1.77,Italy,right,TMP SOCCER srl,unknown,Serie A,0,30.06.2022,35,2,9,5,0,0,2176,0,0,33,4,4,0,0,0,0,4,2146,Italy,0
1530,Emmanuel Badu,1050000.0,6600000.0,Hellas Verona,Midfielder - Central Midfield,Central Midfield,1,29.0,1.73,Italy,right,unknown,unknown,Serie A,1,31.08.2020,10,0,0,2,0,0,224,0,0,4,0,0,0,0,0,0,0,161,Ghana,0
1532,Darko Lazovic,4400000.0,5500000.0,Hellas Verona,Midfielder - Left Midfield,Left Midfield,1,29.0,1.81,Italy,right,Seven stars,adidas,Serie A,0,30.06.2022,39,3,7,4,0,0,3314,0,0,34,3,2,0,0,0,0,4,2637,Serbia,0
1533,Valerio Verre,3520000.0,4400000.0,Hellas Verona,Midfielder - Attacking Midfield,Attacking Midfield,1,26.0,1.81,Italy,both,Alessandro Lucci - WSA,unknown,Serie A,1,31.08.2020,33,3,2,4,0,0,1849,0,0,36,12,6,0,0,0,0,6,2885,Italy,0
1534,Valentin Eysseric,1320000.0,7700000.0,Hellas Verona,Midfielder - Attacking Midfield,Attacking Midfield,1,28.0,1.81,Italy,right,not clarified,unknown,Serie A,1,31.08.2020,10,0,0,4,0,0,469,0,0,15,1,2,0,0,0,0,3,655,France,0
1535,Fabio Borini,4400000.0,13200000.0,Hellas Verona,Forward - Left Winger,Left Winger,1,29.0,1.8,Italy,right,RDF Football,unknown,Serie A,0,31.08.2020,16,3,0,2,0,1,880,0,0,29,3,3,0,0,0,0,1,1494,Italy,0
1536,Eddie Salcedo,8800000.0,9900000.0,Hellas Verona,Forward - Centre-Forward,Centre-Forward,1,18.0,1.78,Italy,right,Gr Sports,unknown,Serie A,1,31.08.2020,17,1,0,0,0,0,677,0,0,35,13,4,1,0,0,0,4,2280,Italy,1
1537,Mariusz Stepinski,3300000.0,4400000.0,Hellas Verona,Forward - Centre-Forward,Centre-Forward,1,25.0,1.83,Italy,right,Kubacki Marcin,adidas,Serie A,0,30.06.2024,24,3,1,3,0,1,949,0,0,37,6,5,0,0,0,0,2,2658,Poland,0
1538,Samuel Di Carmine,1540000.0,1870000.0,Hellas Verona,Forward - Centre-Forward,Centre-Forward,0,31.0,1.87,Italy,right,Roggi Sportmanagement,unknown,Serie A,0,30.06.2021,22,8,0,3,0,0,1299,0,0,29,12,2,0,0,0,0,4,2169,Italy,0
1539,Lubomir Tupta,385000.0,440000.0,Hellas Verona,Forward - Centre-Forward,Centre-Forward,1,22.0,1.8,Italy,right,CSM Agency,unknown,Serie A,0,30.06.2023,11,1,1,0,0,0,654,0,0,19,2,2,0,0,0,0,1,624,Slovakia,0
1540,Giampaolo Pazzini,358000.0,23100000.0,Hellas Verona,Forward - Centre-Forward,Centre-Forward,0,36.0,1.8,Italy,right,TMP SOCCER srl,unknown,Serie A,0,31.08.2020,16,4,0,0,0,0,310,0,0,31,13,4,0,0,0,0,1,1610,Italy,0
1541,Mattia Perin,8800000.0,19800000.0,Genoa CFC,Goalkeeper,Goalkeeper,0,27.0,1.88,Italy,right,Alessandro Lucci - WSA,adidas,Serie A,1,31.08.2020,21,0,0,1,0,0,1890,38,5,9,0,1,0,0,8,5,0,810,Italy,0
1542,Federico Marchetti,220000.0,14300000.0,Genoa CFC,Goalkeeper,Goalkeeper,0,37.0,1.88,Italy,left,Matteo Materazzi,unknown,Serie A,0,31.08.2020,0,0,0,0,0,2,0,0,0,6,0,1,0,0,13,2,0,570,Italy,0
1543,Cristian Romero,14850000.0,16500000.0,Genoa CFC,Defender - Centre-Back,Centre-Back,1,22.0,1.85,Italy,right,Ciro Palermo,unknown,Serie A,1,31.08.2020,33,1,2,14,1,0,2880,0,0,29,2,10,1,1,0,0,1,2519,Argentina,0
1544,Adama Soumaoro,8800000.0,11000000.0,Genoa CFC,Defender - Centre-Back,Centre-Back,1,28.0,1.86,Italy,right,ESN,unknown,Serie A,1,31.08.2020,18,2,0,4,0,0,1409,0,0,22,0,5,1,1,0,0,1,1825,France,1
1545,Davide Biraschi,3520000.0,4950000.0,Genoa CFC,Defender - Centre-Back,Centre-Back,1,26.0,1.82,Italy,right,PLAYER MANAGEMENT SRL,unknown,Serie A,0,30.06.2022,26,0,1,4,0,1,2151,0,0,36,0,3,0,1,0,0,2,3053,Italy,0
1546,CristiÃ¡n Zapata,1760000.0,13750000.0,Genoa CFC,Defender - Centre-Back,Centre-Back,1,33.0,1.87,Italy,right,Barbadillo & Italiani Srl,Lotto,Serie A,0,30.06.2021,22,1,0,4,0,0,1860,0,0,20,1,5,0,0,0,0,0,1687,Colombia,0
1547,Edoardo Goldaniga,1760000.0,3300000.0,Genoa CFC,Defender - Centre-Back,Centre-Back,0,26.0,1.93,Italy,both,Gr Sports,unknown,Serie A,1,31.08.2020,14,1,0,4,0,0,900,0,0,30,1,6,0,0,0,0,1,2700,Italy,0
1548,Andrea Masiello,1320000.0,5500000.0,Genoa CFC,Defender - Centre-Back,Centre-Back,1,34.0,1.84,Italy,right,PDP s.r.l.  Pasqualin DâAmico Partners,adidas,Serie A,0,30.06.2022,27,0,1,6,0,0,2149,0,0,33,1,6,0,0,0,0,3,2593,Italy,0
1549,Jawad El Yamiq,715000.0,990000.0,Genoa CFC,Defender - Centre-Back,Centre-Back,0,28.0,1.9,Italy,right,PDP s.r.l.  Pasqualin DâAmico Partners,unknown,Serie A,0,30.06.2021,18,0,1,7,0,0,1519,0,0,23,1,0,0,0,0,0,1,1732,Morocco,0
1550,Antonio Barreca,3520000.0,8800000.0,Genoa CFC,Defender - Left-Back,Left-Back,1,25.0,1.83,Italy,left,Gr Sports,Nike,Serie A,1,31.08.2020,19,0,1,0,0,0,1214,0,0,11,0,2,0,0,0,0,2,855,Italy,0
1551,Domenico Criscito,2640000.0,17600000.0,Genoa CFC,Defender - Left-Back,Left-Back,1,33.0,1.83,Italy,left,PDP s.r.l.  Pasqualin DâAmico Partners,unknown,Serie A,0,30.06.2022,28,10,0,7,0,0,2235,0,0,36,2,12,0,1,0,0,4,3161,Italy,0
1552,Paolo Ghiglione,3520000.0,4400000.0,Genoa CFC,Defender - Right-Back,Right-Back,1,23.0,1.91,Italy,right,TMP SOCCER srl,unknown,Serie A,0,30.06.2021,27,1,5,4,0,0,1927,0,0,10,1,5,0,0,0,0,0,604,Italy,0
1553,Peter Ankersen,2200000.0,3300000.0,Genoa CFC,Defender - Right-Back,Right-Back,1,29.0,1.8,Italy,right,HCM Sports Management,unknown,Serie A,0,30.06.2021,19,0,1,2,0,0,1059,0,0,47,1,6,0,0,0,0,8,4174,Denmark,0
1554,Antonio Candela,385000.0,550000.0,Genoa CFC,Defender - Right-Back,Right-Back,1,20.0,1.85,Italy,right,unknown,adidas,Serie A,0,30.06.2022,13,0,0,1,0,0,778,0,0,25,0,2,0,0,0,0,2,2132,Italy,0
1555,Lasse SchÃ¶ne,2200000.0,7700000.0,Genoa CFC,Midfielder - Defensive Midfield,Defensive Midfield,1,34.0,1.78,Italy,right,Forza Sports Group,Nike,Serie A,0,30.06.2021,35,3,3,5,0,0,2648,0,0,51,7,4,0,0,0,0,8,3765,Denmark,0
1556,Ivan Radovanovic,2200000.0,3850000.0,Genoa CFC,Midfielder - Defensive Midfield,Defensive Midfield,1,31.0,1.87,Italy,right,unknown,unknown,Serie A,0,30.06.2021,22,0,1,4,0,0,1522,0,0,36,0,9,0,0,0,0,0,3080,Serbia,0
1557,Sebastian Eriksson,715000.0,2200000.0,Genoa CFC,Midfielder - Defensive Midfield,Defensive Midfield,1,31.0,1.84,Italy,left,Global Soccer Management,unknown,Serie A,0,0,0,0,0,0,0,0,0,0,0,22,3,4,0,0,0,0,0,1858,Sweden,0
1558,Valon Behrami,523000.0,17600000.0,Genoa CFC,Midfielder - Defensive Midfield,Defensive Midfield,1,35.0,1.84,Italy,right,LIAN SPORTS,Nike,Serie A,0,31.08.2020,23,0,0,4,1,0,1559,0,0,19,1,6,0,0,0,0,0,1368,Switzerland,1
1559,Stefano Sturaro,8800000.0,13200000.0,Genoa CFC,Midfielder - Central Midfield,Central Midfield,1,27.0,1.81,Italy,right,not clarified,adidas,Serie A,0,30.06.2022,18,1,4,7,0,0,1285,0,0,8,1,2,0,1,0,0,0,410,Italy,0
1560,Lukas Lerager,4400000.0,6600000.0,Genoa CFC,Midfielder - Central Midfield,Central Midfield,1,27.0,1.88,Italy,right,people in sport,unknown,Serie A,0,30.06.2023,22,1,1,5,0,0,1475,0,0,42,1,9,0,0,0,0,2,3207,Denmark,0
1561,Francesco Cassata,2640000.0,3850000.0,Genoa CFC,Midfielder - Central Midfield,Central Midfield,1,23.0,1.83,Italy,right,Gr Sports,unknown,Serie A,1,0,26,2,1,9,1,1,1675,0,0,19,2,9,0,1,0,0,2,1129,Italy,0
1562,Filip Jagiello,1320000.0,1650000.0,Genoa CFC,Midfielder - Central Midfield,Central Midfield,1,23.0,1.8,Italy,both,Fabryka Futbolu,unknown,Serie A,0,30.06.2023,12,0,3,0,0,0,624,0,0,32,3,1,0,0,0,0,6,2589,Poland,0
1563,Stephane Omeonga,880000.0,2200000.0,Genoa CFC,Midfielder - Central Midfield,Central Midfield,1,24.0,1.77,Italy,right,Omni-Sports,unknown,Serie A,0,30.06.2022,14,1,1,3,0,0,747,0,0,21,0,4,0,0,0,0,1,1215,Belgium,1
1564,Marko Pajac,1320000.0,1650000.0,Genoa CFC,Midfielder - Left Midfield,Left Midfield,1,27.0,1.85,Italy,left,PRO TRANSFER,Nike,Serie A,1,31.08.2020,12,0,1,1,0,0,848,0,0,14,2,5,0,0,0,0,1,916,Croatia,0
1565,Iago Falque,7150000.0,19250000.0,Genoa CFC,Forward - Right Winger,Right Winger,1,30.0,1.74,Italy,left,GG11 s.r.l.,Nike,Serie A,1,31.08.2020,16,2,1,0,0,0,753,0,0,28,6,1,0,0,0,0,6,1797,Spain,0
1566,Goran Pandev,358000.0,19800000.0,Genoa CFC,Forward - Second Striker,Second Striker,1,37.0,1.84,Italy,left,Carlo Pallavicino,adidas,Serie A,0,31.08.2020,35,9,3,4,1,0,1700,0,0,28,4,6,0,0,0,0,3,1249,North Macedonia,1
1567,Andrea Pinamonti,14850000.0,16500000.0,Genoa CFC,Forward - Centre-Forward,Centre-Forward,0,21.0,1.85,Italy,right,Mino Raiola,unknown,Serie A,1,0,34,7,3,1,0,0,2418,0,0,27,5,2,0,0,0,0,3,1622,Italy,0
1568,Antonio Sanabria,7150000.0,11000000.0,Genoa CFC,Forward - Centre-Forward,Centre-Forward,0,24.0,1.81,Italy,right,Tim Mescheder,unknown,Serie A,1,31.08.2020,24,6,3,3,0,0,1390,0,0,38,9,5,0,0,0,0,2,2148,Paraguay,1
1569,Andrea Favilli,4950000.0,7150000.0,Genoa CFC,Forward - Centre-Forward,Centre-Forward,0,23.0,1.91,Italy,right,Supporter Management,unknown,Serie A,0,30.06.2023,22,1,0,4,0,0,788,0,0,8,2,0,0,0,0,0,1,321,Italy,0
1570,Mattia Destro,2640000.0,18700000.0,Genoa CFC,Forward - Centre-Forward,Centre-Forward,0,29.0,1.82,Italy,right,Football Now Limited,unknown,Serie A,1,31.08.2020,16,0,0,2,0,0,471,0,0,18,4,3,0,0,0,0,1,563,Italy,0
